id,output
1020,(ORDER repeat my order for (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING onions ) and (TOPPING black olives ) ) to go with (DRINKORDER (NUMBER two ) (CONTAINERTYPE cans ) of (DRINKTYPE sprite ) ) )
1021,(ORDER i want (PIZZAORDER (NUMBER five ) (TOPPING mushroom ) and (TOPPING onions ) pizzas without (NOT (TOPPING sausage ) ) ) on them )
1022,(ORDER i'd love to have (PIZZAORDER (NUMBER one ) pie along with (TOPPING pesto ) some (TOPPING pepper ) and please avoid (NOT (TOPPING bacon ) ) ) )
1023,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE small ) pie with (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) and (TOPPING ham ) but avoid (NOT (TOPPING pesto ) ) ) )
1024,(ORDER i think i'll just have (PIZZAORDER (NUMBER a ) (SIZE small ) pizza and on it i'll take (TOPPING sausage ) (TOPPING pesto ) and i want (STYLE thin crust ) ) style )
1025,(ORDER i would like to have (PIZZAORDER (NUMBER one ) pizza with (SIZE large ) size along with (TOPPING ham ) and (TOPPING bacon ) but no (NOT (TOPPING pepperoni ) ) ) )
1026,(ORDER i prefer pie with (PIZZAORDER (SIZE medium ) size along with (TOPPING pesto ) and (TOPPING onions ) without (NOT (TOPPING mushrooms ) ) ) )
1027,(ORDER i'll go for (PIZZAORDER (NUMBER one ) (SIZE medium ) pie and some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and throw me some (TOPPING sausage ) and (TOPPING mushrooms ) ) )
1028,(ORDER i need (PIZZAORDER (NUMBER two ) (SIZE large-size ) pizzas and please do them both with (TOPPING chicken ) and (TOPPING mushrooms ) and make sure there's no (NOT (TOPPING olives ) ) ) )
1029,(ORDER i need an order of (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING cheese ) pizza ) with (PIZZAORDER (NUMBER two ) (SIZE large ) (STYLE thin crust ) (STYLE vegan ) pizzas ) )
1030,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium-sized ) pie with (TOPPING ham ) and (TOPPING sausage ) but hold make sure you hold that (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1031,(ORDER i'll try (PIZZAORDER (NUMBER two ) (SIZE small ) pies with (TOPPING tuna ) and (TOPPING onions ) but hold (NOT (TOPPING pesto ) ) ) )
1032,(ORDER i'll go for the (PIZZAORDER (SIZE medium ) pie that contains (TOPPING mushrooms ) and (TOPPING olives ) ) please )
1033,(ORDER i like to have (PIZZAORDER (NUMBER two ) (SIZE medium ) ) size pizzas )
1034,(ORDER i'm all ready to order okay please give me (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING bacon ) also if you could also put some (TOPPING pepperoni ) on there and if you could also have that with (TOPPING pineapple ) ) i'd really appreciate that that's all )
1035,(ORDER give me (PIZZAORDER (NUMBER a ) pizza and i want (TOPPING pesto ) and (TOPPING bacon ) and i guess (TOPPING ham ) ) also thanks so much )
1036,(ORDER i'm ordering (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) and (TOPPING pesto ) pie no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1037,(ORDER i think i'll order (PIZZAORDER (NUMBER one ) pie and for toppings i'm in the mood for (TOPPING sausage ) and put some (TOPPING pineapple ) on there too but please absolutely no (NOT (TOPPING peppers ) ) ) )
1038,(ORDER i wanted to have (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING onions ) (TOPPING bacon ) but do not add (NOT (TOPPING tuna ) ) ) in that )
1039,(ORDER place an order for (PIZZAORDER (NUMBER seven ) (SIZE large ) pizzas with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and (DRINKORDER (NUMBER seven ) (CONTAINERTYPE cans ) of (DRINKTYPE coke ) ) )
1040,(ORDER i would like (PIZZAORDER (NUMBER a ) (STYLE meat lovers ) (SIZE large ) pizza but hold the (NOT (TOPPING hamburger ) ) ) )
1041,(ORDER please order (PIZZAORDER (NUMBER a ) (TOPPING ham ) and (TOPPING pesto ) pizza (SIZE small ) with no (NOT (TOPPING onions ) ) ) )
1042,(ORDER i'm ordering (PIZZAORDER (NUMBER a ) (STYLE thin crust ) pie with (TOPPING mushroom ) and (TOPPING chicken ) ) toppings )
1043,(ORDER id like to order (PIZZAORDER (NUMBER two ) (SIZE large ) (STYLE gluten-free crust ) (TOPPING pepperoni ) pizzas ) with (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coke ) ) )
1044,(ORDER i want to order (PIZZAORDER (NUMBER a ) (TOPPING sausage ) and (TOPPING pesto ) pizza without the (NOT (STYLE thin crust ) ) ) )
1045,(ORDER i want to (PIZZAORDER (NUMBER three ) (SIZE medium ) pizzas with (TOPPING cheddar cheese ) ) and (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas ) )
1046,(ORDER can i get (PIZZAORDER (NUMBER two ) (SIZE large ) (STYLE thin crust ) pizzas triangle cut with (TOPPING sausage ) and (TOPPING onions ) ) )
1047,(ORDER i would like to get (DRINKORDER (NUMBER one ) (SIZE small ) (DRINKTYPE doctor pepper ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE fanta ) ) and (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) ) please )
1048,(ORDER put an order in for (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sausage ) pizza ) and (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING bacon ) pizzas ) )
1049,(ORDER place an order for (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING sausage ) (TOPPING bacon ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and (DRINKORDER (NUMBER one ) (SIZE large ) sweetened (DRINKTYPE ice tea ) ) )
1050,(ORDER i prefer (PIZZAORDER (NUMBER one ) pie in (SIZE large ) size along with (TOPPING olives ) and (TOPPING onions ) but no (NOT (TOPPING pepperoni ) ) ) )
1051,(ORDER i'd like (PIZZAORDER (NUMBER one ) pizza make it a (SIZE medium ) please and i want all of these toppings please: (TOPPING onions ) (TOPPING tuna ) as well as (TOPPING ham ) ) that's all )
1052,(ORDER tonight i want (PIZZAORDER (NUMBER a ) pizza and make it (STYLE thin crust ) style also i want (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) but no (NOT (TOPPING pesto ) ) ) that's all )
1053,(ORDER i wanted (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING chicken ) and (TOPPING mushrooms ) but no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
1054,(ORDER i'll take (PIZZAORDER (NUMBER two ) pizzas with the (STYLE thin crust ) and i want (TOPPING tuna ) on there but no (NOT (TOPPING pepperoni ) ) ) today thanks again )
1055,(ORDER let's see i want a (PIZZAORDER (NUMBER couple ) of pizzas make them both (SIZE medium ) please i want (TOPPING mushrooms ) (TOPPING pesto ) but hold the (NOT (TOPPING onions ) ) ) )
1056,(ORDER i'd like to have (PIZZAORDER pizza along with (TOPPING olives ) (TOPPING tuna ) and add some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
1057,(ORDER i'd like (PIZZAORDER (NUMBER one ) pizza with (TOPPING pesto ) and (TOPPING peppers ) and no (NOT (STYLE thin crust ) ) ) please )
1058,(ORDER i'd like to order (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING green peppers ) and (TOPPING onions ) ) and (PIZZAORDER (NUMBER a ) second (SIZE medium ) pizza with (TOPPING green peppers ) and (TOPPING mushrooms ) ) )
1059,(ORDER i want (PIZZAORDER (NUMBER a ) (TOPPING sausage ) and (TOPPING bacon ) pie no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1060,(ORDER i would like to try the (PIZZAORDER pie with (TOPPING mushrooms ) and (TOPPING peppers ) and no (NOT (TOPPING onions ) ) ) )
1061,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING olive ) and (TOPPING tuna ) pie with no (NOT (TOPPING mushrooms ) ) ) on it )
1062,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) and (TOPPING mushrooms ) pizza minus the (NOT (TOPPING pineapple ) ) ) )
1063,(ORDER i'll try (PIZZAORDER (NUMBER one ) (SIZE small ) pizza including (TOPPING mushrooms ) and (TOPPING ham ) (TOPPING onions ) ) )
1064,(ORDER for this afternoon i think i'd like (PIZZAORDER (NUMBER a ) pizza and definitely (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and how about some (TOPPING peppers ) too but leave the (NOT (TOPPING pesto ) ) ) off it that's all )
1065,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepper ) and (TOPPING sausage ) pie on a (STYLE thin crust ) ) )
1066,(ORDER i would like to have (PIZZAORDER (NUMBER a ) (SIZE medium ) size pizza with (TOPPING pineapple ) (TOPPING sausage ) and without (NOT (TOPPING mushrooms ) ) ) please )
1067,(ORDER can i have (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING chicken ) and (TOPPING mushrooms ) and without any (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
1068,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and it would be great if you put (TOPPING onions ) and (TOPPING peppers ) ) on there thanks have a great day )
1069,(ORDER may i please have (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) and (TOPPING ham ) pizza pie but do not put (NOT (TOPPING onions ) ) ) on it )
1070,(ORDER place an order for (PIZZAORDER (NUMBER one ) (TOPPING ham ) and (TOPPING bacon ) (SIZE large ) pizza ) and (PIZZAORDER (NUMBER one ) (TOPPING pineapple ) and (TOPPING ham ) (SIZE medium ) pizza ) )
1071,(ORDER i would like to try (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) and (TOPPING bacon ) pizza with no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
1072,(ORDER i'm in the mood for (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING olives ) and (TOPPING onions ) but leave off the (NOT (TOPPING mushrooms ) ) ) )
1073,(ORDER can i have (PIZZAORDER pizza along with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and some (TOPPING onions ) (TOPPING pepperoni ) ) please )
1074,(ORDER hi how are you i want to order (PIZZAORDER (NUMBER a ) (SIZE large ) pie could you please make that with (TOPPING sausage ) (TOPPING olives ) and i want (TOPPING ham ) ) on there too thanks )
1075,(ORDER please help me order (PIZZAORDER (NUMBER eight ) pizzas ) )
1076,(ORDER i'll try (PIZZAORDER (NUMBER a ) (TOPPING sausage ) and (TOPPING pesto ) pizza and i do not want the (NOT (STYLE thin crust ) ) ) )
1077,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) pizza with (TOPPING ham ) and (TOPPING peppers ) ) )
1078,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE small ) pie including (TOPPING bacon ) and (TOPPING olives ) but no (NOT (TOPPING pepperoni ) ) ) )
1079,(ORDER repeat my last order of (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (TOPPING roasted red peppers ) and (TOPPING ham ) ) )
1080,(ORDER for tonight i just want (PIZZAORDER (NUMBER a ) pizza with (TOPPING chicken ) as well as (TOPPING onions ) but i don't want any (NOT (TOPPING pesto ) ) ) thanks )
1081,(ORDER i'd like an order placed for (PIZZAORDER (NUMBER three ) (SIZE mediums ) pizzas with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) and (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING low fat cheese ) ) )
1082,(ORDER can you get me (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING pesto ) (TOPPING pineapple ) (TOPPING pepperoni ) ) thanks )
1083,(ORDER i'd like (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) pizza (TOPPING pineapple ) only no (NOT (TOPPING ham ) ) ) )
1084,(ORDER place an order for (PIZZAORDER (NUMBER three ) (SIZE small ) pizzas with (TOPPING bacon ) (TOPPING chicken ) and (TOPPING salami ) ) )
1085,(ORDER i would like to get (PIZZAORDER (NUMBER one ) pizza with (TOPPING mushrooms ) and (TOPPING pesto ) and i do not want (NOT (STYLE thin crust ) ) ) )
1086,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pineapple ) and (TOPPING ham ) pizza ) with (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE water ) (CONTAINERTYPE bottle ) ) )
1087,(ORDER ok i want (PIZZAORDER (NUMBER three ) (TOPPING sausage ) pizzas ) now )
1088,(ORDER i want to get (PIZZAORDER (NUMBER one ) pizza make it a (SIZE medium ) and i'd like it with (TOPPING onions ) and (TOPPING chicken ) but please do not make it with (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1089,(ORDER i like (PIZZAORDER (NUMBER one ) pie with (TOPPING sausage ) (TOPPING olives ) and (TOPPING pineapple ) ) )
1090,(ORDER i would like to get (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE cokes ) ) and (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE fantas ) ) )
1091,(ORDER good evening i want to order (PIZZAORDER (NUMBER two ) pizzas with (TOPPING pineapple ) and (TOPPING onion ) on them but hold the (NOT (TOPPING pepperoni ) ) ) thanks )
1092,(ORDER want (PIZZAORDER (TOPPING ham ) (TOPPING bacon ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) on (NUMBER a ) (SIZE large ) pizza ) )
1093,(ORDER i'm in the mood for (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING olives ) (TOPPING onions ) and (TOPPING pineapple ) ) on it )
1094,(ORDER get me (PIZZAORDER (NUMBER one ) (SIZE large ) three topping pizza with (TOPPING ham ) (TOPPING sausage ) and (TOPPING banana peppers ) ) )
1095,(ORDER can i have (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING mushrooms ) and (TOPPING bacon ) and no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1096,(ORDER put an order in for (PIZZAORDER (NUMBER five ) (SIZE large ) pizzas with sliced (TOPPING sausage ) and (TOPPING bacon ) ) )
1097,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING pepperoni ) and (TOPPING onions ) and no (NOT (STYLE thin crust ) ) ) please )
1098,(ORDER can i have (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING pepperoni ) (TOPPING sausage ) and without any (NOT (STYLE thin crust ) ) ) )
1099,(ORDER i prefer to have (PIZZAORDER (NUMBER five ) pizzas in (SIZE small ) size along with (TOPPING mushrooms ) (TOPPING bacon ) ) and (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
1100,(ORDER give me (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE doctor peppers ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) and then (DRINKORDER (NUMBER five ) (SIZE medium ) (DRINKTYPE diet cokes ) ) )
1101,(ORDER i'm going to order (PIZZAORDER (NUMBER an ) (TOPPING olive ) and (TOPPING pepperoni ) pizza but i don't want (NOT (TOPPING pesto ) ) ) topping okay )
1102,(ORDER please put up (PIZZAORDER (NUMBER a ) pizza with (TOPPING olives ) and (TOPPING sausage ) but i don't want (NOT (TOPPING tuna ) ) ) on it thanks )
1103,(ORDER for this afternoon i only want (PIZZAORDER (NUMBER one ) pizza and please put (TOPPING pepperoni ) and (TOPPING ham ) on there but definitely no (NOT (TOPPING onions ) ) ) thanks )
1104,(ORDER give me (PIZZAORDER (NUMBER a ) (SIZE small ) pie with (TOPPING ham ) and (TOPPING mushrooms ) and no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
1105,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE meat lovers ) and sprinkle it with (TOPPING oregano ) ) )
1106,(ORDER let's try (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING chicken ) (TOPPING sausage ) pizza with some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) please )
1107,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING tuna ) and (TOPPING mushrooms ) without any (NOT (TOPPING peppers ) ) ) )
1108,(ORDER (PIZZAORDER (NUMBER four ) (SIZE large ) (TOPPING mushroom ) and (TOPPING basil ) pizzas ) with (DRINKORDER (NUMBER a ) (VOLUME two liter ) of (DRINKTYPE mountain dew ) ) )
1109,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING olives ) and (TOPPING pesto ) do not include (NOT (TOPPING peppers ) ) ) )
1110,(ORDER give me (PIZZAORDER (NUMBER a ) (SIZE medium ) size pie with (TOPPING sausage ) and (TOPPING ham ) without any (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1111,(ORDER i'd love to have (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) and (DRINKORDER (NUMBER a ) (DRINKTYPE coke ) ) along with (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE fantas ) ) )
1112,(ORDER i'll go with (PIZZAORDER (NUMBER one ) pie in (SIZE medium ) size along with (TOPPING bacon ) (TOPPING chicken ) but no (NOT (TOPPING olives ) ) ) )
1113,(ORDER i'd like to try (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and make that with (STYLE thin crust ) also i want (TOPPING peppers ) on it but leave off the (NOT (TOPPING mushrooms ) ) ) thanks )
1114,(ORDER i would like to have (PIZZAORDER (NUMBER one ) pie with (TOPPING pineapple ) and (TOPPING peppers ) but avoid adding (NOT (TOPPING tuna ) ) ) please )
1115,(ORDER i'll go for (PIZZAORDER (NUMBER one ) pizza along with (TOPPING tuna ) and some (TOPPING pineapple ) but avoid (NOT (STYLE thin crust ) ) ) )
1116,(ORDER i would like to have (PIZZAORDER (NUMBER a ) (SIZE small ) pizza added (TOPPING olives ) and (TOPPING bacon ) (TOPPING ham ) ) )
1117,(ORDER put in the order for (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sausage ) pizza ) and (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING bacon ) and (TOPPING onion ) pizzas ) )
1118,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE chicago style ) (STYLE deep dish ) (STYLE veggie ) pizza ) with (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coca-cola ) ) )
1119,(ORDER make an order for (PIZZAORDER (NUMBER three ) (SIZE small ) pizzas with no (NOT (TOPPING cheese ) ) but (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) ) and also include (PIZZAORDER (NUMBER one ) (TOPPING bacon ) and (TOPPING ham ) (SIZE large ) pizza ) )
1120,(ORDER i'll have (DRINKORDER (NUMBER six ) (DRINKTYPE fantas ) (SIZE medium ) ) (DRINKORDER (NUMBER six ) (DRINKTYPE cokes ) also (SIZE medium ) ) and then just (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) )
1121,(ORDER i would take (PIZZAORDER (NUMBER one ) (SIZE small ) pie with (TOPPING ham ) (TOPPING pesto ) without (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1122,(ORDER i want to order (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (TOPPING ham ) (TOPPING pineapple ) and (TOPPING bacon ) plus (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) on both and (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE sprites ) ) and (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE sprites ) ) )
1123,(ORDER id like to order (PIZZAORDER (NUMBER two ) (SIZE medium ) (STYLE stuffed crust ) pizzas with (TOPPING pepperoni ) and (TOPPING green bell peppers ) ) )
1124,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) sized pizza with (TOPPING chicken ) no (NOT (TOPPING olives ) ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) please )
1125,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE small ) pizza (TOPPING pepperoni ) (TOPPING sausage ) and with no (NOT (STYLE thin crust ) ) ) )
1126,(ORDER can i get (PIZZAORDER (NUMBER one ) pizza with (TOPPING tuna ) and (TOPPING peppers ) and i do not want (NOT (STYLE thin crust ) ) ) )
1127,(ORDER id like to order (PIZZAORDER (NUMBER two ) (SIZE medium ) (STYLE vegan ) pizzas with (TOPPING arugula ) ) on top )
1128,(ORDER i'd like an order placed for (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (TOPPING olives ) and (TOPPING mushrooms ) and make sure it has (COMPLEX_TOPPING (QUANTITY light ) (TOPPING sauce ) ) ) )
1129,(ORDER can i have (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING red onions ) (TOPPING bell peppers ) (TOPPING pepperoni ) and (TOPPING lettuce ) ) )
1130,(ORDER i think i'll have (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING bacon ) (TOPPING tuna ) and (TOPPING onions ) ) )
1131,(ORDER i need (PIZZAORDER (NUMBER three ) pies and i want (TOPPING bacon ) (TOPPING pesto ) and (TOPPING onions ) ) on all of them that's it )
1132,(ORDER i want to order (PIZZAORDER (NUMBER one ) pie and make it (SIZE medium ) size for toppings i'd like (TOPPING bacon ) and (TOPPING pesto ) but i'd appreciate it if you leave off (NOT (TOPPING sausage ) ) ) that's it )
1133,(ORDER hey order me (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING cheese ) pizza ) and (DRINKORDER (NUMBER two ) (DRINKTYPE diet cokes ) ) )
1134,(ORDER get me (PIZZAORDER (NUMBER a ) pizza with (TOPPING pineapple ) and (TOPPING tuna ) but please other than (NOT (STYLE thin crust ) ) ) )
1135,(ORDER i am just ordering soft drinks tonight give me (DRINKORDER (NUMBER just one ) (DRINKTYPE pepsi ) ) but i want (DRINKORDER (NUMBER six ) (DRINKTYPE diet cokes ) and i need them all (SIZE large ) ) also i'd like (DRINKORDER (NUMBER a ) (DRINKTYPE fanta ) make that (SIZE medium ) ) )
1136,(ORDER i'm having a party in a few hours and i need (PIZZAORDER (NUMBER five ) pizzas please put (TOPPING onions ) (TOPPING peppers ) and (TOPPING pesto ) ) on all five that's great thanks )
1137,(ORDER i'd like to order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING peppers ) (TOPPING onions ) and (TOPPING olives ) ) and i'd like (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) too )
1138,(ORDER have (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (TOPPING pepperoni ) ) )
1139,(ORDER i would love to get (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) pizza with (TOPPING olives ) but i don't want any (NOT (TOPPING sausage ) ) ) on it )
1140,(ORDER we need (PIZZAORDER (NUMBER two ) (TOPPING olive ) (TOPPING pineapple ) and (TOPPING mushroom ) pizzas ) please )
1141,(ORDER i need (PIZZAORDER (NUMBER a ) pie in (SIZE large ) size along with (TOPPING pesto ) (STYLE thin crust ) and (TOPPING ham ) ) )
1142,(ORDER i wanted to have (PIZZAORDER (NUMBER two ) pizzas with (TOPPING onions ) and (TOPPING chicken ) avoid adding (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
1143,(ORDER i will get (DRINKORDER (NUMBER one ) (DRINKTYPE pepsi ) ) (DRINKORDER (NUMBER six ) (SIZE large ) (DRINKTYPE diet cokes ) ) and (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE fanta ) ) please )
1144,(ORDER i would like to order (PIZZAORDER (NUMBER five ) pizzas all with (TOPPING yellow peppers ) and (TOPPING ham ) ) and also include (DRINKORDER (NUMBER five ) (DRINKTYPE pepsis ) ) )
1145,(ORDER today i just need (PIZZAORDER (NUMBER a ) (SIZE small ) pie and put (TOPPING olives ) and (TOPPING bacon ) on it and i guess (TOPPING ham ) ) also that's all )
1146,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING onions ) and please add some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and some (TOPPING ham ) ) thanks )
1147,(ORDER put an order in for (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING sausage ) and (TOPPING bacon ) pizzas ) and add (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE cokes ) ) to go with it )
1148,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) and (TOPPING pineapple ) pizza with (TOPPING jalepenos ) ) and (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE iced teas ) ) )
1149,(ORDER looking for (PIZZAORDER (NUMBER a ) pizza with (TOPPING mushrooms ) (TOPPING sausage ) and no (NOT (TOPPING ham ) ) ) )
1150,(ORDER i need to order (PIZZAORDER (NUMBER a ) (TOPPING pepper ) and (TOPPING chicken ) (STYLE thin crust ) pie ) with (DRINKORDER (NUMBER a ) (DRINKTYPE pespi ) ) )
1151,(ORDER please order me a piece that comes with (PIZZAORDER (NUMBER a ) (STYLE thin crust ) and (TOPPING mushrooms ) (TOPPING chicken ) ) )
1152,(ORDER i prefer (PIZZAORDER (NUMBER a ) pizza (SIZE small ) in size including (TOPPING chicken ) and (TOPPING mushrooms ) but without (NOT (TOPPING pepperoni ) ) ) )
1153,(ORDER i just want (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and i want (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and also some (TOPPING ham ) ) as well all of that thanks )
1154,(ORDER this afternoon i need just (PIZZAORDER (NUMBER one ) (SIZE small ) pizza please make sure there to make that with (TOPPING peppers ) on it as well as (TOPPING mushrooms ) and please i don't want (NOT (TOPPING pineapple ) ) ) )
1155,(ORDER would like (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING olives ) (TOPPING onions ) and (TOPPING sausage ) ) )
1156,(ORDER i want (PIZZAORDER (NUMBER a ) pizza and i want the (SIZE small ) size but i'd like (TOPPING mushrooms ) on there as well as (TOPPING bacon ) and (TOPPING pepperoni ) ) thanks a lot )
1157,(ORDER i just want (PIZZAORDER (NUMBER a ) pizza and for toppings make it (TOPPING onions ) (TOPPING pepperoni ) and might as well go for (TOPPING sausage ) ) too )
1158,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) and (TOPPING pepperoni ) pie with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) on it )
1159,(ORDER i prefer (PIZZAORDER (NUMBER a ) pie in (SIZE small ) size along with (TOPPING peppers ) and (TOPPING pineapple ) with no (NOT (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING cheese ) ) ) ) and (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
1160,(ORDER i wish to have (PIZZAORDER (NUMBER a ) pizza in (SIZE medium ) size along with (TOPPING mushrooms ) and (TOPPING onions ) but no (NOT (TOPPING ham ) ) ) )
